timestamp,id,description,severity,lat,lng,type,hour,location,Length_of_Time(Hours),incidents_per_town_hour,incidents_per_type,day_of_week,is_weekend,morning_rush,evening_rush,rush,location_numerical
2025-05-02 07:15:01.743838-04:00,853237657498767556,Road construction,1,41.76049,-71.47993,1,7,Cranston,5.5,1,221,Friday,False,0,0,0,26
2025-05-02 07:15:01.743850-04:00,2930974440086545969,Road construction,1,41.03637,-71.94149,1,7,Montauk,3.0,3,221,Friday,False,0,0,0,27
2025-05-02 07:15:01.743856-04:00,440581374489096697,Road construction,1,41.03679,-71.94081,1,7,Montauk,3.0,3,221,Friday,False,0,0,0,27
2025-05-02 07:15:01.743895-04:00,439118599043263820,Right lane closed,2,41.95643,-71.30369,1,7,Attleboro,5.5,8,52,Friday,False,0,0,0,8
2025-05-02 07:15:01.743907-04:00,1744598503437088780,Road construction. Roadway reduced to two lanes,1,41.90308,-70.96526,1,7,Middleboro,17.0,5,39,Friday,False,0,0,0,10
2025-05-02 07:15:01.743943-04:00,2094864696311438005,Road construction,1,41.57114,-71.18728,1,7,Tiverton,8.75,7,221,Friday,False,0,0,0,24
2025-05-02 07:15:01.743949-04:00,724090174102785099,Road construction. Right lane closed,1,41.81051,-71.4047,1,7,Providence,7.75,13,46,Friday,False,0,0,0,6
2025-05-02 07:15:01.743972-04:00,2407670384323894730,Road construction,1,41.69717,-71.48337,1,7,Warwick,8.0,6,221,Friday,False,0,0,0,25
2025-05-02 07:15:01.743977-04:00,1306290182453747818,Road construction,1,41.69717,-71.48337,1,7,Warwick,6.75,6,221,Friday,False,0,0,0,25
2025-05-02 07:15:01.743988-04:00,2035818554856693848,Construction work,3,41.5312,-71.46152,1,7,North Kingstown,0.25,40,235,Friday,False,0,0,0,19
2025-05-02 07:15:01.743993-04:00,3489167252790059149,Road maintenance operations,3,41.52913,-71.46578,1,7,North Kingstown,1.0,40,657,Friday,False,0,0,0,19
2025-05-02 07:15:01.743998-04:00,1645900595947823462,Road construction. Roadway reduced to one lane,1,41.73432,-71.2482,1,7,Warren,8.0,5,11,Friday,False,0,0,0,28
2025-05-02 07:30:02.358823-04:00,1764674245183933920,Construction work,3,41.5312,-71.46152,1,7,North Kingstown,1.25,40,235,Friday,False,0,0,0,19
2025-05-02 07:30:02.358839-04:00,1321447683021669638,Road maintenance operations,3,41.53059,-71.46461,1,7,North Kingstown,0.25,40,657,Friday,False,0,0,0,19
2025-05-02 07:30:02.358891-04:00,74896424388118110,Accident,2,41.77438,-71.26137,4,7,Swansea,0.25,2,20,Friday,False,0,0,0,16
2025-05-02 07:45:01.854723-04:00,3176861742881652775,Road maintenance operations,3,41.53059,-71.46461,1,7,North Kingstown,0.75,40,657,Friday,False,0,0,0,19
2025-05-02 07:45:01.854845-04:00,987020345610635948,Accident,2,41.77438,-71.26137,4,7,Swansea,0.25,2,20,Friday,False,0,0,0,16
2025-05-02 08:00:02.529436-04:00,51089071783514116,Construction work,1,41.8162,-71.37464,1,8,East Providence,4.75,14,235,Friday,False,0,0,0,3
2025-05-02 08:00:02.529610-04:00,4415366997420429213,Construction work,1,41.81669,-71.37605,1,8,East Providence,4.75,14,235,Friday,False,0,0,0,3
2025-05-02 08:15:02.089484-04:00,3489167252787515206,Road maintenance operations,3,41.52913,-71.46578,1,8,North Kingstown,1.0,43,657,Friday,False,0,0,0,19
2025-05-02 08:15:02.089512-04:00,2035403464916336787,Road maintenance operations,1,41.87381,-71.05757,1,8,Taunton,4.75,6,657,Friday,False,0,0,0,22
2025-05-02 08:15:02.089617-04:00,1477607793926842703,Road construction. Right lane closed,1,41.35156,-71.7681,1,8,Westerly,4.5,3,46,Friday,False,0,0,0,29
2025-05-02 08:15:02.089623-04:00,2898352658167424644,Road maintenance operations,1,41.84833,-71.06223,1,8,Berkley,2.0,5,657,Friday,False,0,0,0,30
2025-05-02 08:30:01.736857-04:00,749001890033969253,Road maintenance operations,3,41.53059,-71.46461,1,8,North Kingstown,0.25,43,657,Friday,False,0,0,0,19
2025-05-02 08:45:02.249382-04:00,749001890033308614,Road maintenance operations,3,41.53059,-71.46461,1,8,North Kingstown,0.75,43,657,Friday,False,0,0,0,19
2025-05-02 08:45:02.249628-04:00,1764674245190579465,Construction work,3,41.5312,-71.46152,1,8,North Kingstown,0.75,43,235,Friday,False,0,0,0,19
2025-05-02 08:45:02.249656-04:00,1781869481422112343,Disabled vehicle. Right lane blocked,1,41.63123,-71.48685,4,8,East Greenwich,0.25,2,8,Friday,False,0,0,0,18
2025-05-02 09:00:01.870436-04:00,1745653279843721641,Construction work,2,41.7497,-71.48367,1,9,Cranston,0.25,12,235,Friday,False,0,0,0,26
2025-05-02 09:15:02.394661-04:00,2590869078661573335,Road construction,1,41.91257,-71.91155,1,9,Putnam,37.5,3,221,Friday,False,0,0,0,31
2025-05-02 09:15:02.394667-04:00,89786351915229389,Road construction,1,41.53193,-71.27137,1,9,Middletown,4.75,3,221,Friday,False,0,0,0,32
2025-05-02 09:15:02.394673-04:00,1276579808848622730,Road construction,1,41.71657,-71.46587,1,9,Warwick,3.5,6,221,Friday,False,0,0,0,25
2025-05-02 09:15:02.394679-04:00,51486344734377899,Road construction on the shoulder,1,41.8203,-71.47838,1,9,Johnston,3.5,7,16,Friday,False,0,0,0,33
2025-05-02 09:15:02.394708-04:00,1475869088584575731,Bridge maintenance operations,1,41.58203,-71.89988,1,9,Jewett City,27.25,7,26,Friday,False,0,0,0,34
2025-05-02 09:15:02.394714-04:00,1120885301190475172,Road construction,1,41.71869,-71.484,1,9,Warwick,3.5,6,221,Friday,False,0,0,0,25
2025-05-02 09:15:02.394737-04:00,559043516347035937,Road construction. Roadway reduced to three lanes,1,41.74912,-71.21311,1,9,Swansea,4.75,1,16,Friday,False,0,0,0,16
2025-05-02 09:15:02.394749-04:00,3668670840907512152,Road construction,1,41.37245,-71.9607,1,9,Mystic,25.5,4,221,Friday,False,0,0,0,11
2025-05-02 09:15:02.394767-04:00,2024225086200274873,Road construction,1,41.37372,-71.9599,1,9,Mystic,25.5,4,221,Friday,False,0,0,0,11
2025-05-02 09:15:02.394823-04:00,2614691933355298310,Road construction,1,41.91231,-71.91179,1,9,Putnam,37.5,3,221,Friday,False,0,0,0,31
2025-05-02 09:15:02.394857-04:00,3489167252797002285,Road maintenance operations,3,41.52913,-71.46578,1,9,North Kingstown,1.0,45,657,Friday,False,0,0,0,19
2025-05-02 09:15:02.394863-04:00,69166366681420223,Road construction,1,41.37226,-71.96082,1,9,Mystic,25.5,4,221,Friday,False,0,0,0,11
2025-05-02 09:15:02.394898-04:00,3159275860743692506,Road construction,1,41.37404,-71.9597,1,9,Mystic,25.5,4,221,Friday,False,0,0,0,11
2025-05-02 09:15:02.394909-04:00,4600092117747632409,Road construction,1,41.74343,-71.90853,1,9,Wauregan,25.5,2,221,Friday,False,0,0,0,35
2025-05-02 09:15:02.394914-04:00,1879037980322174372,Road maintenance operations,1,41.9609,-71.10155,1,9,Taunton,4.75,5,657,Friday,False,0,0,0,22
2025-05-02 09:15:02.394926-04:00,1458833414588418302,Road maintenance operations,1,41.978,-71.15429,1,9,Norton,4.75,5,657,Friday,False,0,0,0,36
2025-05-02 09:15:02.394949-04:00,1747260166324129953,Road maintenance operations,1,41.95282,-71.38093,1,9,North Attleboro,4.75,11,657,Friday,False,0,0,0,37
2025-05-02 09:15:02.394955-04:00,4353733136432474297,Road construction,1,41.53814,-71.26578,1,9,Portsmouth,4.75,1,221,Friday,False,0,0,0,38
2025-05-02 09:15:02.394960-04:00,572622859890265341,Road construction,1,41.74302,-71.90762,1,9,Wauregan,25.5,2,221,Friday,False,0,0,0,35
2025-05-02 09:15:02.394977-04:00,3788986071314988068,Road maintenance operations,1,41.77601,-71.26918,1,9,Rehoboth,4.75,6,657,Friday,False,0,0,0,39
2025-05-02 09:15:02.395023-04:00,2245573816128472247,Road construction. Right lane closed,1,41.87023,-71.89041,1,9,Dayville,3.5,1,46,Friday,False,0,0,0,40
2025-05-02 09:15:02.395030-04:00,2161694644944584099,Bridge maintenance operations,1,41.73156,-71.48707,1,9,Cranston,3.5,12,26,Friday,False,0,0,0,26
2025-05-02 09:15:02.395037-04:00,2517589901092449798,Road construction,1,41.93026,-71.54002,1,9,Smithfield,3.5,7,221,Friday,False,0,0,0,1
2025-05-02 09:15:02.395048-04:00,1305913795621122721,Bridge maintenance operations,1,41.58186,-71.90265,1,9,Jewett City,25.5,7,26,Friday,False,0,0,0,34
2025-05-02 09:15:02.395079-04:00,3800497820114902303,Construction work,2,41.7497,-71.48367,1,9,Cranston,0.25,12,235,Friday,False,0,0,0,26
2025-05-02 09:30:02.063814-04:00,749001890038159175,Road maintenance operations,3,41.53059,-71.46461,1,9,North Kingstown,0.25,45,657,Friday,False,0,0,0,19
2025-05-02 09:30:02.064017-04:00,1764674245178033486,Construction work,3,41.5312,-71.46152,1,9,North Kingstown,1.25,45,235,Friday,False,0,0,0,19
2025-05-02 09:30:02.064029-04:00,3800497820115670589,Construction work,2,41.7497,-71.48367,1,9,Cranston,0.5,12,235,Friday,False,0,0,0,26
2025-05-02 09:45:01.575316-04:00,749001890027405571,Road maintenance operations,3,41.53059,-71.46461,1,9,North Kingstown,0.75,45,657,Friday,False,0,0,0,19
2025-05-02 10:00:02.190675-04:00,1371784931749528847,Construction work,2,41.7497,-71.48367,1,10,Cranston,0.75,5,235,Friday,False,0,0,0,26
2025-05-02 10:00:02.190712-04:00,1428475872875653143,Road construction. Right lane closed,2,41.84833,-71.06223,1,10,Berkley,0.75,2,46,Friday,False,0,0,0,30
2025-05-02 10:15:01.798038-04:00,2436758751336965726,Road construction,1,41.0422,-71.92726,1,10,Montauk,2.5,10,221,Friday,False,0,0,0,27
2025-05-02 10:15:01.798059-04:00,3489167252797732226,Road maintenance operations,3,41.52913,-71.46578,1,10,North Kingstown,0.25,34,657,Friday,False,0,0,0,19
2025-05-02 10:15:01.798125-04:00,2722682768062338261,Road construction,1,41.03637,-71.94149,1,10,Montauk,2.5,10,221,Friday,False,0,0,0,27
2025-05-02 10:30:02.429771-04:00,749001890038086397,Road maintenance operations,3,41.53059,-71.46461,1,10,North Kingstown,0.25,34,657,Friday,False,0,0,0,19
2025-05-02 10:30:02.429886-04:00,2113622850776635819,Road construction,1,41.40853,-71.85783,1,10,Pawcatuck,2.25,1,221,Friday,False,0,0,0,2
2025-05-02 10:30:02.430065-04:00,1093132166439427004,Road maintenance operations,3,41.52913,-71.46578,1,10,North Kingstown,0.5,34,657,Friday,False,0,0,0,19
2025-05-02 10:45:01.929734-04:00,1764674245186319404,Construction work,3,41.5312,-71.46152,1,10,North Kingstown,0.25,34,235,Friday,False,0,0,0,19
2025-05-02 10:45:01.929783-04:00,2228428766720743874,Road construction. Right lane closed,2,41.84833,-71.06223,1,10,Berkley,1.0,2,46,Friday,False,0,0,0,30
2025-05-02 10:45:01.930007-04:00,749001890035128303,Road maintenance operations,3,41.53059,-71.46461,1,10,North Kingstown,0.75,34,657,Friday,False,0,0,0,19
2025-05-02 11:00:02.549074-04:00,201654804836200106,Construction work,3,41.5312,-71.46152,1,11,North Kingstown,0.75,28,235,Friday,False,0,0,0,19
2025-05-02 11:00:02.549080-04:00,3029868176607040373,Road maintenance operations,3,41.52913,-71.46578,1,11,North Kingstown,0.25,28,657,Friday,False,0,0,0,19
2025-05-02 11:15:02.097261-04:00,486085652994140936,Road maintenance operations,3,41.52913,-71.46578,1,11,North Kingstown,0.75,28,657,Friday,False,0,0,0,19
2025-05-02 11:15:02.097974-04:00,1399793350116421546,Disabled vehicle. Shoulder blocked,2,41.74631,-71.21492,4,11,Swansea,0.5,2,30,Friday,False,0,0,0,16
2025-05-02 11:30:01.697120-04:00,2719169768883100455,Road construction,1,41.03637,-71.94149,1,11,Montauk,1.25,5,221,Friday,False,0,0,0,27
2025-05-02 11:30:01.697288-04:00,4060749478160999416,Accident,2,41.81057,-71.44032,4,11,Providence,0.5,13,20,Friday,False,0,0,0,6
2025-05-02 11:30:01.697789-04:00,3183164436314845213,Road maintenance operations,3,41.53059,-71.46461,1,11,North Kingstown,0.25,28,657,Friday,False,0,0,0,19
2025-05-02 11:45:02.224989-04:00,2228428766713704844,Road construction. Right lane closed,2,41.84833,-71.06223,1,11,Berkley,0.75,2,46,Friday,False,0,0,0,30
2025-05-02 11:45:02.225007-04:00,216598493548335629,Construction work,3,41.5312,-71.46152,1,11,North Kingstown,0.25,28,235,Friday,False,0,0,0,19
2025-05-02 11:45:02.225655-04:00,1769971759930426235,Road maintenance operations,3,41.53059,-71.46461,1,11,North Kingstown,0.75,28,657,Friday,False,0,0,0,19
2025-05-02 12:00:01.813358-04:00,216598493544011263,Construction work,3,41.5312,-71.46152,1,12,North Kingstown,0.5,28,235,Friday,False,0,0,0,19
2025-05-02 12:00:01.813364-04:00,486085652999916487,Road maintenance operations,3,41.52913,-71.46578,1,12,North Kingstown,0.25,28,657,Friday,False,0,0,0,19
2025-05-02 12:00:01.813645-04:00,560185381847948965,Construction work,1,41.81619,-71.40007,1,12,Providence,0.75,21,235,Friday,False,0,0,0,6
2025-05-02 12:15:02.394209-04:00,388411812555913510,Construction work,1,41.72213,-71.48241,1,12,Warwick,0.5,6,235,Friday,False,0,0,0,25
2025-05-02 12:15:02.394392-04:00,486085653005672029,Road maintenance operations,3,41.52913,-71.46578,1,12,North Kingstown,0.5,28,657,Friday,False,0,0,0,19
2025-05-02 12:30:01.948474-04:00,1769971759932261284,Road maintenance operations,3,41.53059,-71.46461,1,12,North Kingstown,0.25,28,657,Friday,False,0,0,0,19
2025-05-02 12:30:01.948554-04:00,2228428766725606543,Road construction. Right lane closed,1,41.84833,-71.06223,1,12,Berkley,0.25,2,46,Friday,False,0,0,0,30
2025-05-02 12:30:01.948640-04:00,216598493546013930,Construction work,3,41.5312,-71.46152,1,12,North Kingstown,0.25,28,235,Friday,False,0,0,0,19
2025-05-02 12:45:02.472076-04:00,1056381538000514109,Road construction. Roadway reduced to two lanes,1,41.90603,-71.50895,1,12,Smithfield,1.25,3,39,Friday,False,0,0,0,1
2025-05-02 12:45:02.472091-04:00,2302482659999833650,Road construction on the shoulder,1,41.61825,-71.20574,1,12,Tiverton,1.25,2,16,Friday,False,0,0,0,24
2025-05-02 12:45:02.472097-04:00,3503833407040153147,Road construction. Right lane closed,1,41.41156,-71.85552,1,12,North Stonington,1.25,1,46,Friday,False,0,0,0,15
2025-05-02 12:45:02.472103-04:00,4226533161836261357,Road construction,1,41.69717,-71.48337,1,12,Warwick,1.25,6,221,Friday,False,0,0,0,25
2025-05-02 12:45:02.472126-04:00,2962958041480337680,Road construction,1,41.86379,-71.88679,1,12,Dayville,1.25,2,221,Friday,False,0,0,0,40
2025-05-02 12:45:02.472137-04:00,3219060148919799499,Road construction,1,41.49473,-71.4566,1,12,Wakefield,1.25,3,221,Friday,False,0,0,0,23
2025-05-02 12:45:02.472142-04:00,2633083765850629698,Long-term road construction,1,42.0,-71.55362,1,12,North Smithfield,1.25,5,26,Friday,False,0,0,0,0
2025-05-02 12:45:02.472148-04:00,2846833723629100327,Road maintenance operations,1,41.95282,-71.38093,1,12,North Attleboro,1.25,2,657,Friday,False,0,0,0,37
2025-05-02 12:45:02.472154-04:00,2033380534532614997,Road construction,1,41.53814,-71.26578,1,12,Portsmouth,1.25,1,221,Friday,False,0,0,0,38
2025-05-02 12:45:02.472166-04:00,320181257395847911,Road maintenance operations,1,41.978,-71.15429,1,12,Norton,1.25,1,657,Friday,False,0,0,0,36
2025-05-02 12:45:02.472172-04:00,966288215461772728,Road construction. Right lane closed,1,41.87023,-71.89041,1,12,Dayville,1.25,2,46,Friday,False,0,0,0,40
2025-05-02 12:45:02.472178-04:00,3586919007372600446,Road construction,1,41.71657,-71.46587,1,12,Warwick,1.25,6,221,Friday,False,0,0,0,25
2025-05-02 12:45:02.472366-04:00,3015350020057123561,Road construction on the shoulder,1,41.44153,-71.48844,1,12,Wakefield,1.25,3,16,Friday,False,0,0,0,23
2025-05-02 12:45:02.472372-04:00,1760703611546972343,Road construction on the shoulder,1,41.8203,-71.47838,1,12,Johnston,1.25,1,16,Friday,False,0,0,0,33
2025-05-02 12:45:02.472382-04:00,781382459282509559,Road construction,1,41.93026,-71.54002,1,12,Smithfield,1.25,3,221,Friday,False,0,0,0,1
2025-05-02 12:45:02.472388-04:00,211603543731386516,Bridge maintenance operations,1,41.73156,-71.48707,1,12,Cranston,1.25,3,26,Friday,False,0,0,0,26
2025-05-02 12:45:02.472395-04:00,2295243940790474344,Road maintenance operations,1,41.9609,-71.10155,1,12,Taunton,1.25,4,657,Friday,False,0,0,0,22
